,index,id,formatted_address,lat,lng,county,address,dateofsale,euro_price,indexcol_x,HouseLat,HouseLong,SecSchDist,SecSchlat,SecSchLong,indexcol_y,HouseLat1,HouseLong1,PriSchDist,PriSchlat,PriSchLong,indexcol,HouseLat2,HouseLong2,ED_ENGLISH,ED_ID
310,310,528,"Pembroke Vale, Herbert Rd, Bray Commons, Bray, Co. Wicklow, Ireland",53.2030713,-6.1152223,Wicklow,"6 PEMBROKE VALE, HERBERT RD, BRAY",30/10/2020,580000.0,310,53.2030713,-6.1152223,0.6213330589600692,53.2007951,-6.106714,310,53.2030713,-6.1152223,0.48300345000984174,53.2068644,-6.11874,310.0,53.2030713,-6.1152223,BRAY No. 3,257017
311,311,550,"60 Lord Edward St, Ballina, Co. Mayo, Ireland",54.113805799999994,-9.1666278,Mayo,"60 LORD EDWARD ST, BALLINA, CO MAYO",30/10/2020,40000.0,311,54.113805799999994,-9.1666278,0.32973030404562936,54.1158044,-9.1628981,311,54.113805799999994,-9.1666278,0.32480062417244104,54.1165743,-9.1650559,311.0,54.113805799999994,-9.1666278,BALLINA URBAN,157016
312,312,553,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.19492679999999,-6.1330155,Wicklow,"63 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,260000.0,312,53.19492679999999,-6.1330155,1.0868735659780895,53.20457,-6.135569,312,53.19492679999999,-6.1330155,0.809630205845873,53.189379,-6.1251653,312.0,53.19492679999999,-6.1330155,KILMACANOGE,257051
313,313,552,"9 Clonlara, Coolymurraghue, Kerry Pike, Co. Cork, T23 TPP4, Ireland",51.9075163,-8.5616256,Cork,"64 CLONLARA, KERRY PIKE, CO CORK",30/10/2020,314000.0,313,51.9075163,-8.5616256,2.35246141319744,51.8897506,-8.580173,313,51.9075163,-8.5616256,0.12189060034519968,51.9085415,-8.5622491,313.0,51.9075163,-8.5616256,St. MARY'S,47298
314,314,515,"7 Cairn Hill View, Drumlish, Co. Longford, N39 CP08, Ireland",53.8213464,-7.7635742,Longford,"7 CAIRN HILL VIEW, DRUMLISH, LONGFORD",30/10/2020,110000.0,314,53.8213464,-7.7635742,10.064522353289362,53.731941,-7.7863535,314,53.8213464,-7.7635742,0.39975712556691384,53.8184187,-7.7670971,314.0,53.8213464,-7.7635742,DRUMLISH,137027
315,315,529,"7 Devoy Rd, Inchicore, Dublin, D08 VRR9, Ireland",53.3367247,-6.31105,Dublin,"7 DEVOY RD, INCHICORE, DUBLIN 8",30/10/2020,462000.0,315,53.3367247,-6.31105,0.7230259956224464,53.3373353,-6.3218796,315,53.3367247,-6.31105,0.5322559210325603,53.3366415,-6.3190564,315.0,53.3367247,-6.31105,KILMAINHAM C,268085
316,316,516,"Abbeyland, Duleek, Co. Meath, Ireland",53.65475010000001,-6.4221752,Meath,"7 MAIN ST, DULEEK, MEATH",30/10/2020,189000.0,316,53.65475010000001,-6.4221752,7.230441295938706,53.7142257,-6.3780914,316,53.65475010000001,-6.4221752,0.8978095235378162,53.6468877,-6.4252085,316.0,53.65475010000001,-6.4221752,DULEEK,167028
317,317,521,"73 Clonliffe Ave, Ballybough, Dublin, D03 PK73, Ireland",53.36069620000001,-6.2444129,Dublin,"73 CLONLIFFE AVE, DUBLIN 3, DUBLIN",30/10/2020,300000.0,317,53.36069620000001,-6.2444129,0.4595208406842667,53.3584422,-6.2502078,317,53.36069620000001,-6.2444129,0.2607178723417967,53.3587102,-6.2423326,317.0,53.36069620000001,-6.2444129,BALLYBOUGH A,268009
318,318,522,"75 Ardglass, Deerpark, Baltinglass, Co. Wicklow, W91 KWP9, Ireland",52.9379373,-6.6953532000000004,Wicklow,"75 ARDGLASS, BALTINGLASS, WICKLOW",30/10/2020,230000.0,318,52.9379373,-6.6953532000000004,0.3996039757732438,52.9378838,-6.7013089,318,52.9379373,-6.6953532000000004,0.3916111237305148,52.9368722,-6.7009164,318.0,52.9379373,-6.6953532000000004,BALTINGLASS,257015
319,319,442,"8 Donscourt, Bishopstown, Cork, T12 K5XP, Ireland",51.8770581,-8.5142453,Cork,"8 DONSCOURT, BISHOPSTOWN, CORK",30/10/2020,295000.0,319,51.8770581,-8.5142453,0.6824535191361025,51.8829286,-8.517108,319,51.8770581,-8.5142453,0.20745769015348053,51.8782428,-8.5119149,319.0,51.8770581,-8.5142453,BISHOPSTOWN E,48009
320,320,426,"80 Fairfield, Dunshaughlin, Co. Meath, Ireland",53.5042806,-6.5413581,Meath,"80 FAIRFIELD, DUNSHAUGHLIN",30/10/2020,280175.0,320,53.5042806,-6.5413581,1.198705037629236,53.5138304,-6.5497252,320,53.5042806,-6.5413581,1.0820381727940418,53.513933,-6.543287,320.0,53.5042806,-6.5413581,DUNSHAUGHLIN,167030
321,321,499,"1 Navan Rd, Chancel Mews, Riverston Abbey, Ashtown, Dublin 7, D07 N9Y4, Ireland",53.369164399999995,-6.3132075,Dublin,"1 NAVAN RD, CASTLEKNOCK, DUBLIN 15",30/10/2020,585000.0,321,53.369164399999995,-6.3132075,0.45631133662422196,53.3714993,-6.3075605,321,53.369164399999995,-6.3132075,0.12537927980487104,53.3682697,-6.3143542,321.0,53.369164399999995,-6.3132075,ASHTOWN A,268006
322,322,449,"10 Oakview Cl, Huntstown, Dublin, D15 RTP2, Ireland",53.39193470000001,-6.4148431,Dublin,"10 OAKVIEW CLOSE, HARTSTOWN, CLONSILLA DUBLIN 15",30/10/2020,272000.0,322,53.39193470000001,-6.4148431,0.5385140056894581,53.3966908,-6.4163265,322,53.39193470000001,-6.4148431,0.43358427146919976,53.3937662,-6.4206077,322.0,53.39193470000001,-6.4148431,BLANCHARDSTOWN-BLAKESTOWN,267028
323,323,454,"10 Waterside Ct, Waterside, Malahide, Co. Dublin, K36 FW72, Ireland",53.451664799999996,-6.1996676,Dublin,"10 WATERSIDE COURT, MALAHIDE, DUBLIN",30/10/2020,315000.0,323,53.451664799999996,-6.1996676,1.5155038001375474,53.460698,-6.216774,323,53.451664799999996,-6.1996676,0.5679545712175652,53.4465785,-6.200342,323.0,53.451664799999996,-6.1996676,SWORDS-SEATOWN,267134
324,324,448,"114 Clonmagadden Fort, Clonmagaddan, Navan, Co. Meath, C15 N60E, Ireland",53.665992700000004,-6.6907683,Meath,"114 CLONMAGEDDAN FORT, NAVAN, MEATH",30/10/2020,240000.0,324,53.665992700000004,-6.6907683,1.6153086689256022,53.6521339,-6.6980264,324,53.665992700000004,-6.6907683,0.45367585391718296,53.6691407,-6.6951372,324.0,53.665992700000004,-6.6907683,NAVAN RURAL,167065
325,325,464,"Grand Canal Street Upper, Grand Canal Dock, Dublin, Ireland",53.33824499999999,-6.2370513,Dublin,"116 PEMBROKE SQ, GRAND CANAL ST, DUBLIN 2",30/10/2020,430000.0,325,53.33824499999999,-6.2370513,0.8827764118347896,53.3330343,-6.2270398,325,53.33824499999999,-6.2370513,0.3962716775558042,53.3352738,-6.240335,325.0,53.33824499999999,-6.2370513,SOUTH DOCK,268143
326,326,485,"12 Gracemeadow Walk, Cock Hill Rd, Stamullin, Co. Meath, K32 NN88, Ireland",53.6305248,-6.2668675,Meath,"12 GRACEMEADOW WALK, STAMULLEN, MEATH",30/10/2020,210000.0,326,53.6305248,-6.2668675,2.095365684250481,53.6344819,-6.2358322,326,53.6305248,-6.2668675,1.1999376293717865,53.6404785,-6.273846,326.0,53.6305248,-6.2668675,STAMULLIN,167085
327,327,477,"12 Hollybrook Park, Irishtown, Bray, Co. Wicklow, A98 HH74, Ireland",53.1835466,-6.109243900000001,Wicklow,"12 HOLLYBROOK PARK, GREYSTONES RD, BRAY",30/10/2020,460000.0,327,53.1835466,-6.109243900000001,1.0868890050556264,53.1923006,-6.1020267,327,53.1835466,-6.109243900000001,0.8623466823413879,53.1896749,-6.1013355,327.0,53.1835466,-6.109243900000001,KILMACANOGE,257051
328,328,487,"Grand Canal Street Upper, Grand Canal Dock, Dublin, Ireland",53.33824499999999,-6.2370513,Dublin,"127 PEMBROKE SQ, GRAND CANAL ST, DUBLIN 2",30/10/2020,430000.0,328,53.33824499999999,-6.2370513,0.8827764118347896,53.3330343,-6.2270398,328,53.33824499999999,-6.2370513,0.3962716775558042,53.3352738,-6.240335,328.0,53.33824499999999,-6.2370513,SOUTH DOCK,268143
329,329,489,"13 Capel St, North City, Dublin, D01 PY17, Ireland",53.3468542,-6.2680106,Dublin,"13 CAPEL ST, DUBLIN 1, DUBLIN",30/10/2020,482250.0,329,53.3468542,-6.2680106,0.5779062633996859,53.3520287,-6.2687145,329,53.3468542,-6.2680106,0.28806421466112747,53.3483489,-6.2715493,329.0,53.3468542,-6.2680106,NORTH CITY,268106
330,330,478,"135 Littlepace Walk, Littlepace, Clonee, Co. Dublin, D15 H9C8, Ireland",53.4040835,-6.4323788,Dublin,"135 LITTLEPLACE WALK, CLONEE, DUBLIN 15",30/10/2020,305000.0,330,53.4040835,-6.4323788,0.7225716654845858,53.3977573,-6.4348173,330,53.4040835,-6.4323788,0.5177366026227731,53.4043925,-6.4245945,330.0,53.4040835,-6.4323788,BLANCHARDSTOWN-BLAKESTOWN,267028
331,331,486,"136 Ashlawn Park, Glenageary, Ballybrack, Co. Dublin, A96 A2K1, Ireland",53.252774800000005,-6.1344114,Dublin,"136 ASHLAWN PARK, BALLYBRACK, COUNTY DUBLIN",30/10/2020,290000.0,331,53.252774800000005,-6.1344114,0.32867470047460207,53.2510054,-6.1383621,331,53.252774800000005,-6.1344114,0.21738820718316065,53.2547263,-6.1345338,331.0,53.252774800000005,-6.1344114,CABINTEELY-KILBOGGET,267037
332,332,476,"14 Eden Park Ave, Kilmacud, Dublin, D14 DW64, Ireland",53.288016299999995,-6.227770099999999,Dublin,"14 EDEN PARK AVE, GOATSTOWN, DUBLIN 14",30/10/2020,610000.0,332,53.288016299999995,-6.227770099999999,0.5665559164141184,53.2846602,-6.2213697,332,53.288016299999995,-6.227770099999999,0.5880963159618011,53.2827824,-6.2265672,332.0,53.288016299999995,-6.227770099999999,DUNDRUM-KILMACUD,267079
333,333,475,"141C Hillside, Rathdown Lower, Greystones, Co. Wicklow, A63 TX61, Ireland",53.1460296,-6.0751981,Wicklow,"141C HILLSIDE, GREYSTONES, HILLSIDE",30/10/2020,616000.0,333,53.1460296,-6.0751981,0.9542101694333488,53.1467248,-6.0609531,333,53.1460296,-6.0751981,0.3756919844472402,53.1490594,-6.0776772,333.0,53.1460296,-6.0751981,GREYSTONES,257039
334,334,505,"15 Osprey, Barnageeragh Cove, Skerries, Co. Dublin, K34 E082, Ireland",53.584526600000004,-6.133931700000001,Dublin,"15 THE OSPREYS, BARNAGEERAGH COVE, SKERRIES",30/10/2020,385000.0,334,53.584526600000004,-6.133931700000001,1.332460850258562,53.5792175,-6.1158609,334,53.584526600000004,-6.133931700000001,0.12730275732542684,53.583489,-6.1347417,334.0,53.584526600000004,-6.133931700000001,HOLMPATRICK,267094
335,335,503,"16 Bartra Green, Townplots East, Killala, Co. Mayo, F26 VH33, Ireland",54.2105843,-9.219467800000002,Mayo,"16 BARTRA GREEN, KILLALA, COUNTY MAYO",30/10/2020,94713.0,335,54.2105843,-9.219467800000002,4.924671924448307,54.2294299,-9.2879252,335,54.2105843,-9.219467800000002,3.56548222122428,54.2335332,-9.2576863,335.0,54.2105843,-9.219467800000002,KILLALA,157097
336,336,506,"17 Albert Rd, Geraldine Pl, Ballintemple, Cork, T12 NVW7, Ireland",51.8964152,-8.459422300000002,Cork,"17 GERALDINE PLACE, ALBERT RD, CORK",30/10/2020,215750.0,336,51.8964152,-8.459422300000002,0.5894144449327574,51.8937418,-8.4668286,336,51.8964152,-8.459422300000002,0.7957245643581213,51.8898561,-8.4548174,336.0,51.8964152,-8.459422300000002,CITY HALL B,48018
337,337,492,"18 Castlewood Park, Killierisk, Tralee, Co. Kerry, V92 E7W8, Ireland",52.2616335,-9.689390800000002,Kerry,"18 CASTLEWOOD PK, KILLERISK, TRALEE",30/10/2020,175000.0,337,52.2616335,-9.689390800000002,0.8637023595232658,52.2667396,-9.6989362,337,52.2616335,-9.689390800000002,1.008208990842268,52.2681291,-9.6997039,337.0,52.2616335,-9.689390800000002,TRALEE URBAN,77161
338,338,502,"188 Briarwood Ave, Blakestown, Dublin 15, D15 Y5RP, Ireland",53.3990199,-6.4049672,Dublin,"188 BRIARWOOD AVE, DUBLIN 15, DUBLIN",30/10/2020,275000.0,338,53.3990199,-6.4049672,0.36372464937685245,53.3960209,-6.4027919,338,53.3990199,-6.4049672,0.34880027670905916,53.4004254,-6.4002702,338.0,53.3990199,-6.4049672,BLANCHARDSTOWN-BLAKESTOWN,267028
339,339,493,"19 Eltins Wood, Commoge, Kinsale, Co. Cork, P17 DK07, Ireland",51.7016674,-8.5307744,Cork,"19 ELTINS WOOD, KINSALE, CORK",30/10/2020,319000.0,339,51.7016674,-8.5307744,0.30816287453987196,51.7044281,-8.5304429,339,51.7016674,-8.5307744,0.3991396520982272,51.7050609,-8.528906,339.0,51.7016674,-8.5307744,KINSALE RURAL,47221
340,340,496,"Howth Lodge, Howth Rd, Howth, Dublin, Ireland",53.3913248,-6.0844953,Dublin,"19 HOWTH LODGE, CLAREMONT RD, HOWTH",30/10/2020,675000.0,340,53.3913248,-6.0844953,1.1417866465186375,53.3874264,-6.1004037,340,53.3913248,-6.0844953,1.0447916259980254,53.3913143,-6.100234,340.0,53.3913248,-6.0844953,HOWTH,267095
341,342,500,"19 The Stables, Glennaslat, Monivea, Co. Galway, H65 X382, Ireland",53.37150450000001,-8.7045163,Galway,"19 THE STABLES, MONIVEA, GALWAY",30/10/2020,257500.0,342,53.37150450000001,-8.7045163,8.32341982997649,53.3011203,-8.7467822,342,53.37150450000001,-8.7045163,3.4586832163441295,53.3430319,-8.6836769,342.0,53.37150450000001,-8.7045163,MONIVEA,67175
342,343,405,"2 Mulberry, Blackpool, Cork, Ireland",51.9166655,-8.4759586,Cork,"2 MULBERRY, COMMONS ROAD, FARRANREE",30/10/2020,226000.0,343,51.9166655,-8.4759586,0.8421730164670411,51.9119485,-8.4855478,343,51.9166655,-8.4759586,0.5609283674084469,51.9117925,-8.4780382,343.0,51.9166655,-8.4759586,FAIR HILL C,48023
343,344,402,"2 The Stags, Caheragh, Drimoleague, Co. Cork, P47 VW50, Ireland",51.6324706,-9.3069138,Cork,"2 THE STAGS, CAHERAGH, DRIMOLEAGUE",30/10/2020,102343.0,344,51.6324706,-9.3069138,9.758204760008683,51.550466,-9.2570479,344,51.6324706,-9.3069138,0.8786550664411482,51.6259274,-9.2998018,344.0,51.6324706,-9.3069138,KILLEENLEAGH,47204
344,345,604,"Douglas House, Maryborough Hill, Douglas, Cork, Ireland",51.8733968,-8.427830499999999,Cork,"20 DOUGLAS HOUSE, MARYBOROUGH HILL, CORK",30/10/2020,440000.0,345,51.8733968,-8.427830499999999,1.206512505442682,51.8788253,-8.4430259,345,51.8733968,-8.427830499999999,0.5964020742918166,51.8738833,-8.4364725,345.0,51.8733968,-8.427830499999999,DOUGLAS,47132
345,346,597,"21 St Cronan's Lawn, Windmill Lands, Swords, Co. Dublin, K67 D431, Ireland",53.461129299999996,-6.240436,Dublin,"21 ST CRONANS LAWN, SWORDS, DUBLIN",30/10/2020,316500.0,346,53.461129299999996,-6.240436,0.813906301193586,53.4543605,-6.2450791,346,53.461129299999996,-6.240436,0.3517215657225292,53.4589186,-6.2366444,346.0,53.461129299999996,-6.240436,SWORDS-GLASMORE,267131
346,347,601,"22 Coolbawn Ct, Glebe, Midleton, Co. Cork, P25 VY51, Ireland",51.912704600000005,-8.174184200000001,Cork,"22 COOLBAWN COURT, MIDLETON, CORK",30/10/2020,203500.0,347,51.912704600000005,-8.174184200000001,0.3167770285314508,51.9148487,-8.1711509,347,51.912704600000005,-8.174184200000001,0.2103486505456861,51.9143321,-8.1726276,347.0,51.912704600000005,-8.174184200000001,MIDLETON URBAN,47254
347,348,607,"Malahide Rd, Dublin Northside, Dublin, Ireland",53.4034312,-6.1793298,Dublin,"224 BURNELL SQ NORTHERN CROSS, MALAHIDE RD, DUBLIN",30/10/2020,200000.0,348,53.4034312,-6.1793298,0.7355493621079551,53.4048048,-6.1684883,348,53.4034312,-6.1793298,0.6197529522576498,53.4021444,-6.1702442,348.0,53.4034312,-6.1793298,PRIORSWOOD C,268119
348,349,608,"Apartment 3, Ashford, Griffith Ave, Glasnevin, Dublin 11, Ireland",53.37931999999999,-6.2767895,Dublin,"23 ASHFORD, GRIFFITH AVE, GLASNEVIN DUBLIN 11",30/10/2020,220000.0,349,53.37931999999999,-6.2767895,0.6777596977829671,53.3853781,-6.2778091,349,53.37931999999999,-6.2767895,0.2744520791018502,53.3769985,-6.2753977,349.0,53.37931999999999,-6.2767895,BALLYGALL D,268014
349,350,394,"Greygates, Stillorgan Rd, Merrion, Blackrock, Co. Dublin, Ireland",53.297717000000006,-6.2051407,Dublin,"26 GREYGATES, STILLORGAN RD, MOUNT MERRION",30/10/2020,910000.0,350,53.297717000000006,-6.2051407,0.4939552006742663,53.3020994,-6.2063058,350,53.297717000000006,-6.2051407,0.45547689175234657,53.2948581,-6.2100384,350.0,53.297717000000006,-6.2051407,STILLORGAN-MOUNT MERRION,267128
350,351,391,"27 Árd Clár, Clare, Claremorris, Co. Mayo, F12 K2P9, Ireland",53.7184436,-8.9977851,Mayo,"27 ARD CLAR, CLAREMORRIS, CO.MAYO",30/10/2020,225000.0,351,53.7184436,-8.9977851,1.5738851107583685,53.732416,-9.0014401,351,53.7184436,-8.9977851,0.6047026960522272,53.7237331,-8.9998759,351.0,53.7184436,-8.9977851,CLAREMORRIS,157051
351,352,395,"North Dock, Dublin, Co. Dublin, Ireland",53.349964,-6.2379583,Dublin,"27 RIVERSTOWN HOUSE, SPENCER DOCK, DUBLIN 1",30/10/2020,320000.0,352,53.349964,-6.2379583,1.0793420898128545,53.342825,-6.248949,352,53.349964,-6.2379583,0.28706500780817673,53.3501184,-6.2422707,352.0,53.349964,-6.2379583,NORTH DOCK B,268108
352,353,393,"28 Garraí Dhónaill, Cappagh Rd, Galway, H91 EYW8, Ireland",53.2652409,-9.1272674,Galway,"28 GARRAI DHONAILL, CAPPAGH RD, CIMIN MOR",30/10/2020,280000.0,353,53.2652409,-9.1272674,0.5325181414168443,53.2695159,-9.1236778,353,53.2652409,-9.1272674,0.12055573272811143,53.264713,-9.1256864,353.0,53.2652409,-9.1272674,BARNA,68003
353,354,389,"29 Bride St, Dublin, D08 HN99, Ireland",53.341327799999995,-6.270258999999999,Dublin,"29 THE NORTHUMBERLANDS, LOVE LANE, DUBLIN 2",30/10/2020,395000.0,354,53.341327799999995,-6.270258999999999,0.2693390150614336,53.3390348,-6.2715525,354,53.341327799999995,-6.270258999999999,0.2148138656506568,53.3414075,-6.2734884,354.0,53.341327799999995,-6.270258999999999,WOOD QUAY A,268161
354,355,610,"3 Highfield Cres, Greenane, Kanturk, Co. Cork, P51 R2W6, Ireland",52.1783058,-8.9013089,Cork,"3 HIGHFIELD CRESCENT, GREENANE, KANTURK",30/10/2020,146000.0,355,52.1783058,-8.9013089,0.04337147273301424,52.1779891,-8.9009388,355,52.1783058,-8.9013089,0.28816498420701203,52.1772549,-8.9051669,355.0,52.1783058,-8.9013089,GREENANE,47170
355,356,611,"Howth Lodge, Howth Rd, Howth, Dublin, Ireland",53.3913248,-6.0844953,Dublin,"3 HOWTH LODGE, CLAREMONT RD, HOWTH",30/10/2020,650000.0,356,53.3913248,-6.0844953,1.1417866465186375,53.3874264,-6.1004037,356,53.3913248,-6.0844953,1.0447916259980254,53.3913143,-6.100234,356.0,53.3913248,-6.0844953,HOWTH,267095
356,357,399,"30 Belfry Downs, Citywest, Dublin, D24 NX58, Ireland",53.275809499999994,-6.4147186,Dublin,"30 BELFRY DOWNS, CITYWEST, DUBLIN 24",30/10/2020,246000.0,357,53.275809499999994,-6.4147186,0.45444853447672123,53.2788424,-6.4101483,357,53.275809499999994,-6.4147186,0.8351200727126792,53.2789161,-6.4032982,357.0,53.275809499999994,-6.4147186,TALLAGHT-JOBSTOWN,267140
357,358,408,"30 Willie Nolan Rd, Baldoyle, Dublin 13, D13 T9F2, Ireland",53.3971436,-6.133049199999999,Dublin,"30 WILLIE NOLAN ROAD, BALDOYLE, DUBLIN 13",30/10/2020,450000.0,358,53.3971436,-6.133049199999999,0.41155187535608817,53.3969916,-6.126854,358,53.3971436,-6.133049199999999,0.06703754411955522,53.3965435,-6.1329645,358.0,53.3971436,-6.133049199999999,BALDOYLE,267004
358,359,406,"Apartment 27, Lisalea, Frascati Park, Blackrock, Co. Dublin, Ireland",53.301959100000005,-6.1827767,Dublin,"31 LISALEA, FRASCATI PARK, BLACKROCK",30/10/2020,385000.0,359,53.301959100000005,-6.1827767,0.43632437462185897,53.3013306,-6.1892508,359,53.301959100000005,-6.1827767,0.5398018853737467,53.297112,-6.183017,359.0,53.301959100000005,-6.1827767,BLACKROCK-CENTRAL,267021
359,360,414,"31 Sommerville, Churchtown Lower, Dublin 14, D14 VX29, Ireland",53.2979429,-6.2439611,Dublin,"31 SOMMERVILLE, DUNDRUM, DUBLIN 14",30/10/2020,475000.0,360,53.2979429,-6.2439611,0.6673241100474108,53.3007165,-6.2350684,360,53.2979429,-6.2439611,0.5688723755335128,53.3016793,-6.2497949,360.0,53.2979429,-6.2439611,CLONSKEAGH-WINDY ARBOUR,267059
360,361,403,"32 Millmount Grove, Windy Arbour, Dublin 14, D14 X602, Ireland",53.30427370000001,-6.246351,Dublin,"32 MILLMOUNT GROVE, DUNDRUM, DUBLIN 14",30/10/2020,355000.0,361,53.30427370000001,-6.246351,0.7530138713477391,53.3109345,-6.2483265,361,53.30427370000001,-6.246351,0.3686318927128382,53.3016793,-6.2497949,361.0,53.30427370000001,-6.246351,CLONSKEAGH-FARRANBOLEY,267057
361,362,400,"32 Monaleen Heights, Newtown, Co. Limerick, Ireland",52.662709899999996,-8.5535576,Limerick,"32 MONALEEN HEIGHTS, CASTLETROY, LIMERICK",30/10/2020,300000.0,362,52.662709899999996,-8.5535576,0.8559756719969307,52.6631336,-8.5408984,362,52.662709899999996,-8.5535576,0.545384335092303,52.6585184,-8.5493752,362.0,52.662709899999996,-8.5535576,BALLYSIMON,127026
362,363,404,"33 Donscourt, Bishopstown, Cork, T12 R7YW, Ireland",51.8772425,-8.5148589,Cork,"33 DONSCOURT, BISHOPSTOWN, CORK",30/10/2020,330000.0,363,51.8772425,-8.5148589,0.65155564760372,51.8829286,-8.517108,363,51.8772425,-8.5148589,0.2309323371017909,51.8782428,-8.5119149,363.0,51.8772425,-8.5148589,BISHOPSTOWN E,48009
363,364,401,"33 Island Rd, Assumpta Park, Limerick, V94 HK3E, Ireland",52.670722999999995,-8.6225638,Limerick,"33 ISLAND RD, KINGS ISLAND, LIMERICK",30/10/2020,40000.0,364,52.670722999999995,-8.6225638,0.48830765427174816,52.6665912,-8.6201342,364,52.670722999999995,-8.6225638,0.1258382558790801,52.6696505,-8.623153,364.0,52.670722999999995,-8.6225638,JOHN'S B,128025
364,365,417,"Ashfort, Golf Links Rd, Peafield, Castletroy, Co. Limerick, Ireland",52.6531566,-8.5627212,Limerick,"34 ASHFORT, GOLF LINKS ROAD, CASTLETROY",30/10/2020,225000.0,365,52.6531566,-8.5627212,1.8451788528478479,52.6631336,-8.5408984,365,52.6531566,-8.5627212,1.0809187569867456,52.6585184,-8.5493752,365.0,52.6531566,-8.5627212,BALLYSIMON,127026
365,366,615,"35 Grangevale, Pinecroft, Cork, T12 P7FV, Ireland",51.8634914,-8.445113300000001,Cork,"35 GRANGE VALE, PINECROFT, DOUGLAS",30/10/2020,268000.0,366,51.8634914,-8.445113300000001,1.7129439898134615,51.8788253,-8.4430259,366,51.8634914,-8.445113300000001,0.8432620531183715,51.8653082,-8.4570225,366.0,51.8634914,-8.445113300000001,DOUGLAS,47132
366,367,626,"36 Callary Rd, Mount Merrion, Blackrock, Co. Dublin, A94 XN99, Ireland",53.2983233,-6.2140168,Dublin,"36 CALLARY RD, MOUNT MERRION, BLACKROCK",30/10/2020,610000.0,367,53.2983233,-6.2140168,0.6632017829417147,53.3020994,-6.2063058,367,53.2983233,-6.2140168,0.46781607809038844,53.2948581,-6.2100384,367.0,53.2983233,-6.2140168,STILLORGAN-DEERPARK,267124
367,368,620,"La Vallee, Killarney, Bray, Co. Wicklow, Ireland",53.196043,-6.131608,Wicklow,"36 LA VALLEE, UPPER DARGLE RD, BRAY",30/10/2020,260000.0,368,53.196043,-6.131608,0.9852632903104349,53.20457,-6.135569,368,53.196043,-6.131608,0.8572745492845715,53.189379,-6.1251653,368.0,53.196043,-6.131608,KILMACANOGE,257051
368,369,618,"38 Dolmen Court, Ballymun, Dublin 11, D11 KW89, Ireland",53.3985417,-6.2709835,Dublin,"38 DOLMEN COURT, POPPINTREE, BALLYMUN DUBLIN 11",30/10/2020,205000.0,369,53.3985417,-6.2709835,0.7441535321977854,53.3935792,-6.2634717,369,53.3985417,-6.2709835,0.24202989753219487,53.4006759,-6.2702869,369.0,53.3985417,-6.2709835,BALLYMUN B,268016
369,370,628,"39 Delaford Ave, Knocklyon, Dublin 16, D16 R2K8, Ireland",53.2853719,-6.3253123,Dublin,"39 DELAFORD AVE, KNOCKLYON, DUBLIN 16",30/10/2020,475000.0,370,53.2853719,-6.3253123,1.0140205458102447,53.2786269,-6.315072,370,53.2853719,-6.3253123,0.11527946707260768,53.2847187,-6.3266565,370.0,53.2853719,-6.3253123,FIRHOUSE-KNOCKLYON,267086
370,371,625,"Apartment 27, Lisalea, Frascati Park, Blackrock, Co. Dublin, Ireland",53.301959100000005,-6.1827767,Dublin,"39 LISALEA, FRASCATI PARK, BLACKROCK",30/10/2020,400000.0,371,53.301959100000005,-6.1827767,0.43632437462185897,53.3013306,-6.1892508,371,53.301959100000005,-6.1827767,0.5398018853737467,53.297112,-6.183017,371.0,53.301959100000005,-6.1827767,BLACKROCK-CENTRAL,267021
371,372,617,"39 Stepaside Park, Jamestown, Dublin 18, D18 FY83, Ireland",53.252254799999996,-6.2082362,Dublin,"39 STEPASIDE PARK, STEPASIDE, DUBLIN 18",30/10/2020,795000.0,372,53.252254799999996,-6.2082362,1.0522496308248217,53.2602635,-6.2166299,372,53.252254799999996,-6.2082362,0.9441491407326082,53.2596497,-6.2151794,372.0,53.252254799999996,-6.2082362,GLENCULLEN,267092
372,373,571,"4 Elden, Maryborough, Cork, Ireland",51.872093799999995,-8.4196968,Cork,"4 ELDEN, MARYBOROUGH HILL, CORK",30/10/2020,625000.0,373,51.872093799999995,-8.4196968,1.7697402304705312,51.8788253,-8.4430259,373,51.872093799999995,-8.4196968,1.155134300758256,51.8686221,-8.4038589,373.0,51.872093799999995,-8.4196968,DOUGLAS,47132
373,374,594,"4 Farmleigh View, Farmleigh Woods, Dublin 15, D15 X6H7, Ireland",53.368101,-6.360781200000001,Dublin,"4 FARMLEIGH VIEW, WHITES RD, CASTLEKNOCK DUBLIN 15",30/10/2020,780000.0,374,53.368101,-6.360781200000001,0.5054809130561189,53.3682815,-6.3683856,374,53.368101,-6.360781200000001,0.8018305499663363,53.3752681,-6.3619871,374.0,53.368101,-6.360781200000001,CASTLEKNOCK-KNOCKMAROON,267040
374,375,585,"4 Waterside Cres, Waterside, Malahide, Co. Dublin, K36 H799, Ireland",53.45235329999999,-6.196463,Dublin,"4 WATERSIDE CRESCENT, SWORDS RD, MALAHIDE",30/10/2020,410000.0,375,53.45235329999999,-6.196463,1.635621947861201,53.460698,-6.216774,375,53.45235329999999,-6.196463,0.6923594647583867,53.4465785,-6.200342,375.0,53.45235329999999,-6.196463,SWORDS-SEATOWN,267134
