Property ID,Latitude,Longitude,Latitude_rad,Longitude_rad,Dist_Nearest_Food_Amenity_to_Property,Food_Amenity_id,Nearest_Food__Amenity_to_Property,Number_Food__Amenity_to_Property,Dist_Nearest_Outdoor_Amenity_to_Property,Outdoor_Amenity_id,Nearest_Outdoor_Amenity_to_Property,Number_Outdoor__Amenity_to_Property,Dist_Nearest_Shopping_Amenity_to_Property,Shopping_Amenity_id,Nearest_Shopping_Amenity_to_property,Number_Shopping_Amenity_to_Property,Dist_Nearest_Culture_Amenity_to_Property,Culture_Amenity_id,Nearest_Culture_Amenity_to_property,Number_Culture_Amenity_to_Property,Dist_Nearest_Indoor_Amenity_to_Property,Indoor_Amenity_id,Nearest_Indoor_Amenity_to_property,Number_Indoor_Amenity_to_Property
4335684,53.346055,-6.2623945,0.931064303,-0.109299403,0.013540513,Act2279,Eatokyo Japanese Restaurant,391,0.075079586,Act5441,Silent Adventures,89,0.041181553,Act5159,Rory's Fishing Tackle ,66,0.053496347,Act2987,Ha'penny Bridge,167,0.014891507,Act9890,Alternative Dublin City,236
4359824,52.6716339,-6.29419,0.919293434,-0.109854339,0.396071974,Act4796,Oscar The 64,7,0.023125903,Act5109,Revolve Bike Shop,6,0.444282127,Act4222,Market House Design,1,4.096232053,Act3711,Kilmurry Nursery  and Garden,2,0.675479869,Act6559,The Woodturning Studio,3
4455180,53.3500122,-6.256174,0.931133369,-0.109190835,0.038095324,Act6162,The Italian Connection,390,0.189335541,Act2128,Dublin City Bike Tours,88,0.250545,Act4274,McDowells Jewellers The Happy Ring House,67,0.173606522,Act3368,James Connolly,167,0.171519417,Act3260,Irish Education Partners,232
4447668,53.318673,-6.3641092,0.930586397,-0.111074659,1.930668065,Act3414,Joels Restaurant Newlands Cross,9,1.358978891,Act2277,Easy Motion,11,3.602651451,Act6475,The Square,3,1.800147224,Act6377,The Rink at D12,10,0.522844323,Act6480,The Story Bus,16
4458757,53.3548875,-6.4215758,0.931218459,-0.112077641,1.991465033,Act3960,Liffey Valley Farmers Market,16,1.157067339,Act3043,Hermitage Golf Club,15,2.017164323,Act3961,Liffey Valley Shopping Centre,2,1.927863486,Act4985,Primrose Hill,7,1.894021634,Act5447,Silver Service,15
4468735,51.9054058,-8.4810283,0.905920231,-0.148021868,0.281464063,Act6508,The Tower Bar,58,0.357445054,Act1826,Cycle Scene Bicycle Hire,12,0.77271964,Act22,53 Degrees North,8,0.3263046,Act1264,Cathedral of St. Mary & St. Anne,36,0.446364708,Act13,2020 Art Gallery,23
4460698,52.6398238,-6.2336733,0.918738243,-0.108798124,0.160484495,Act3405,Jimmyz Bar,3,0.352858317,Act4926,Pirates Cove Adventure Park,4,5.731190728,Act4222,Market House Design,0,0.631978398,Act5341,Seal Rescue Ireland,2,0.352858317,Act4926,Pirates Cove Adventure Park,4
4466113,53.2235381,-6.6531408,0.928925979,-0.116119213,0.632128479,Act4542,Naas Farmers Market,6,0.297297967,Act6918,Weatherbys Ireland,8,1.686210164,Act3275,Irish Horse Gateway,1,0.95827079,Act366,Avanti Language Institute,3,0.921595632,Act4368,Moat Theatre,7
4463339,53.3575221,-6.2589137,0.931264441,-0.109238652,0.28254157,Act5871,The Big Tree Tavern,389,0.380913981,Act3378,Introducing Joyce's Dublin Walking Tour ,87,0.830860343,Act4274,McDowells Jewellers The Happy Ring House,66,0.026556172,Act1239,Castleforbes College,166,0.132362563,Act3525,Keogh Tours,234
4467167,53.3247659,-6.2369101,0.930692738,-0.108854616,0.234247057,Act4700,O'Connells in Donnybrook,393,0.285736941,Act1312,Celtic Fairways Golf,90,0.234761664,Act2038,Donnybrook Fair,72,0.23053032,Act5962,The Cookery School@Donnybrook Fair,162,0.747914,Act6453,The Spa at InterContinental Dublin,226
4456600,53.2982956,-6.1618867,0.930230744,-0.107545211,0.732202382,Act2620,FXB Restaurant Monkstown,40,0.883214436,Act50,Aboveboard,13,1.095999926,Act754,Blackrock Market,6,0.348949103,Act5990,The Dillon Garden,16,0.109008097,Act5356,Seapoint  Beach,14
4463274,53.5243338,-6.1014426,0.934175855,-0.106490262,5.589378639,Act5479,Skerries Mills Farmers Market,0,1.203550604,Act5238,Rush Golf Club,3,15.20973107,Act3117,Howth Market,0,0.733674625,Act4127,Lulu + Belle,3,4.618449888,Act3062,HikingIreland.ie,1
4456819,53.3015114,-6.2964573,0.93028687,-0.109893911,0.67924555,Act8181,Kidspace Rathfarnham,139,0.246085205,Act994,Bushy Park,46,1.490475755,Act1266,Cathedral Stamps,23,1.156499626,Act7146,Young European Strings School Of Music Faculty Of Teachers,48,0.931596941,Act5060,Rathfarnham Castle,40
4462105,53.3598499,-6.2954933,0.931305069,-0.109877086,0.785883226,Act2160,Dublin Zoo,376,1.088187123,Act6818,"Victorian People's Flower Gardens, Phoenix Park",90,1.781577327,Act2310,Eily O Connell - Jeweller,64,1.075718118,Act224,Áras an Uachtaráin,166,0.398570862,Act6661,Touristy Ireland,236
4466261,51.8277999,-8.2225144,0.904565752,-0.143509949,1.938284311,Act6324,The Pepperstack,2,1.232892076,Act5764,Tailor-Made Tours,3,10.9963969,Act5848,The Ballymaloe Shop and Café,0,4.380064518,Act1082,Camden Fort Meagher,2,5.41071662,Act2994,Harbour Yacht Management Ltd.,0
4457726,53.2823764,-6.431406,0.929952901,-0.11224921,1.04802676,Act6235,The Maple Tree Bar & Bistro,4,1.227081361,Act5594,Specialized Ireland,8,3.996592645,Act6475,The Square,1,4.433161822,Act1907,Des Carty Traditional Music School,2,3.72390728,Act3561,Kidspace Indoor Playcentre,2
4454637,52.7083911,-8.5086357,0.919934968,-0.148503708,0.130813386,Act70,Acorn Restaurant,4,0.866003991,Act5131,River Shannon Salmon Fishing,5,5.501201859,Act4780,Orchard Pottery,0,0.374282446,Act3273,Irish Harp Centre & Music School,1,5.340584048,Act3310,Irish World Academy of Music and Dance,0
4466417,53.1358016,-6.0772352,0.927394689,-0.106067764,0.95773134,Act6129,"The Horse & Hound, Delgany",9,0.421453083,Act2944,Greystones Golf Club,11,1.363545817,Act143,AMOC Jewellery,1,4.9343174,Act137,Altidore Castle,1,1.506829755,Act2943,Greystones Beach,3
4343573,53.1361782,-6.0762517,0.927401262,-0.106050598,1.031584545,Act6129,"The Horse & Hound, Delgany",9,0.352017889,Act2944,Greystones Golf Club,11,1.287333557,Act143,AMOC Jewellery,1,5.01210287,Act137,Altidore Castle,0,1.429692386,Act2943,Greystones Beach,3
4464907,52.066522,-9.5391975,0.908732239,-0.166490404,1.689452962,Act6195,The Lake Room Restaurant,36,0.012663979,Act1254,Castlerosse Golf Course,18,2.180871168,Act5015,Quill's Woollen Market,3,1.504374386,Act4846,Parkavonear Castle,6,0.012663979,Act5099,Renew Beauty Spa at Castlerosse Park Resort,31
4453707,53.3465697,-6.5398706,0.931073286,-0.114142275,0.777108137,Act4336,Michelangelo Restaurant,8,0.689784476,Act282,Arthur’s Way Heritage Trail,9,9.879701047,Act3961,Liffey Valley Shopping Centre,0,0.696624671,Act1257,Castletown House Parkland,4,1.962771032,Act589,Base Entertainment Centre,6
4462339,53.3234692,-6.26338,0.930670106,-0.109316603,0.29105825,Act5149,Rody Bolands,388,0.712783473,Act3459,Just Golf,94,0.555790831,Act4417,Mortons,69,0.540995988,Act4601,New Acropolis,165,0.297484417,Act9883,Little Gem Private Tours of Ireland,232
4462249,51.9051717,-8.4759617,0.905916145,-0.147933439,0.069567709,Act6508,The Tower Bar,58,0.38811078,Act1826,Cycle Scene Bicycle Hire,12,0.650023725,Act22,53 Degrees North,8,0.063247772,Act1264,Cathedral of St. Mary & St. Anne,37,0.417232499,Act1670,Cork City SUP,23
4463925,52.1570166,-6.8935788,0.910311668,-0.120315647,6.874801157,Act6482,The Strand Inn - Seafood Restaurant,0,1.498872627,Act702,Bike Hire at Loftus Hall,1,6.253263175,Act686,Bevel Furniture,0,1.504135777,Act4027,Loftus Hall,2,3.989151851,Act6349,The Pure Soap Company  Workshops,3
4440543,53.3694853,-6.3129896,0.931473239,-0.110182454,0.793488037,Act6125,The Hole In The Wall Dublin,301,1.253638248,Act4913,Phoenix Park Visitor Centre and Ashtown Castle,69,3.350837628,Act2310,Eily O Connell - Jeweller,58,0.320874636,Act4828,Paddy’s Irish Hooleys,121,1.45074765,Act2275,East to West Garden Tour  - Arbutus Garden Tours,207
4460505,52.5148056,-6.28185,0.916556264,-0.109638966,0.296020916,Act5349,Seán Ógs Bar,2,2.721859441,Act4414,Morriscastle,1,17.90219389,Act4222,Market House Design,0,9.495875006,Act2476,Father Murphy Centre,0,2.946450337,Act4415,Morriscastle Beach ,2
4463698,51.8723536,-8.4069237,0.905343361,-0.146728499,1.606980086,Act4171,Mahon Point Farmers Market,11,0.837381535,Act2070,Douglas Golf Club,5,5.236840394,Act4611,Newbridge Silverware,0,3.115007368,Act1385,CIT Blackrock Castle Observatory,7,0.931721426,Act6465,The Spa at the Maryborough Hotel,7
4465323,52.859545,-7.6027138,0.922573101,-0.132692388,9.661628569,Act2497,Fiacri Country House Restaurant,0,2.224506907,Act5059,Rathdowney Golf Club,1,24.14499528,Act685,Bevans Glass,0,9.163945947,Act98,Aghaboe Abbey,0,2.053230859,Act1994,Donaghmore Famine Workhouse Museum,1
4462322,52.6717302,-7.8149528,0.919295115,-0.136396657,1.495191801,Act6582,Thurles Farmers Market,2,0.731274784,Act3578,Kilcommon Pilgrim Loop,2,17.91482845,Act5187,Rossa Pottery,0,0.880995655,Act6617,Tipperary Studies at Tipperary Libraries,8,5.804025798,Act2458,Farney Castle,0
4364480,53.3430916,-6.3540879,0.931012582,-0.110899755,1.813424341,Act176,Anglers Rest,19,1.516343661,Act2277,Easy Motion,24,2.700093913,Act3961,Liffey Valley Shopping Centre,5,2.141417149,Act8500,Stillgarden Distillery,18,1.036909845,Act3814,Kylemore Karting,30
4439098,52.3512459,-7.6908603,0.913701608,-0.134230835,0.78054033,Act4473,Mulcahy's,3,3.267592379,Act5593,Specialty Golf Trips,2,0.375958272,Act6423,The Showgrounds Clonmel,4,0.572558394,Act5581,South Tipperary Arts Centre,5,0.21711237,Act5730,Suir Blueway Tipperary,5
4463521,53.3694797,-6.3615876,0.931473141,-0.111030649,0.491520409,Act2455,Farmleigh Food Market,12,0.509326993,Act10974,Royal Canal Greenway - Drumcondra - Ashtown - Castleknock,16,2.712887365,Act3961,Liffey Valley Shopping Centre,2,1.73825327,Act404,Baking Academy of Ireland,9,1.125291463,Act1820,Cúrtrekkers,13
4461233,53.1598832,-6.8921874,0.927814992,-0.120291363,1.201365249,Act5442,Silken Thomas,1,1.259406729,Act3585,Kildare Town Heritage Trail Audio Guide,8,1.784177183,Act3586,Kildare Village Outlet Shopping,1,1.257031782,Act3584,Kildare Town Heritage Centre,2,1.007675756,Act2861,Gordon Bennett Driving Route,5
4457953,53.2040524,-6.1678895,0.92858589,-0.10764998,2.239554794,Act4282,McGill's,9,0.920285296,Act2178,Dun Laoghaire Golf Club,17,2.480879541,Act371,Avoca Handweavers Enniskerry,3,1.25590966,Act5313,Schoolhouse for Art,9,2.244948984,Act2375,ESPA at Powerscourt Hotel Resort & Spa,7
4461747,52.8028266,-6.7368595,0.921583179,-0.11758038,5.095283544,Act5942,The Chocolate Garden of Ireland,0,1.386522357,Act4440,Mount Wolseley Golf and Country Club,1,5.483085022,Act6192,The Lace Gallery,0,0.091382598,Act6743,Tullow Museum,3,1.386522357,Act6557,The Wolseley Spa at the Mount Wolseley Hotel,1
4449172,51.4789842,-9.3792721,0.89847777,-0.16369918,0.623017069,Act3826,La Jolie Brise,5,0.774894814,Act548,Baltimore Heritage Trail,5,0.625452539,Act3327,Island Crafts,2,0.665358355,Act2185,Dún Na Séad Castle,7,0.153317358,Act208,Aquaventures,4
4457766,51.9462159,-8.3971133,0.906632501,-0.146557275,2.043850821,Act5135,Riverstown Country Market,4,1.907168625,Act1584,Concierge Golf Ireland,2,7.260443097,Act2263,Eason,0,1.934002136,Act3417,John Dooley PGA,3,1.531693379,Act4987,Private Guided Tours - munsterbus.ie,2
4467574,52.8138452,-6.9512933,0.921775489,-0.121322955,0,Act6339,The Plum Tree Bistro,10,2.693305391,Act6379,The River Barrow Navigation,5,8.136547062,Act226,Arboretum Inspirational Gardens,0,0.933856516,Act4412,Morgan’s Garden Centre,17,2.52166579,Act2881,Graiguecullen Swimming Pool,4
4466660,53.9190867,-6.9636769,0.941065593,-0.12153909,11.66103266,Act5970,The Courtroom Restaurant at Cabra Castle,0,2.543614973,Act1219,Castle Lake Loop,1,17.28912536,Act1163,Carrickmacross Lace Gallery,0,6.543368448,Act3679,Killinkere Visitor Farm,0,0.795520664,Act399,Bailieborough Swimming Pool & Leisure Centre,1
4462317,53.2898313,-6.2279028,0.930083014,-0.108697409,0.198218518,Act6069,The Goat Bar and Grill,57,1.199783022,Act7102,Wonderful Ireland Walking Holidays,26,1.005048721,Act2200,Dundrum Town Centre,10,1.571635035,Act3142,"Imaginosity, Dublin Children’s Museum",11,1.344288108,Act7155,Zero Latency Dublin,16
4413980,51.9236253,-8.1801142,0.906238221,-0.142769926,0.734787886,Act4345,Midleton Farmers Market,4,0.921895037,Act5763,Tailor-Made Golf Tours,2,9.769678999,Act5848,The Ballymaloe Shop and Café,0,7.986679807,Act1527,Cloyne Round Tower,0,8.115065074,Act6452,The Spa at Fota Island Hotel,0
4447619,53.348049,-6.4351156,0.931099105,-0.112313955,1.050505687,Act6227,The Lord Lucan,10,1.478675364,Act72,Activities Ireland,12,2.949581011,Act3961,Liffey Valley Shopping Centre,1,1.18849879,Act4985,Primrose Hill,7,0.909986324,Act3297,Irish Taxi Tours,14
4418510,53.3831823,-6.2501201,0.931712296,-0.109085174,0.590747369,Act2131,Dublin City University Conference and Events,315,1.604938374,Act2947,Griffith Park,72,1.034493108,Act4765,Omni Park Shopping Centre,57,0.58946893,Act1864,DCU Language Services  -Dublin City University,136,1.841029402,Act6366,The Rediscovery Centre,216
4446967,53.989991,-6.3997276,0.942303106,-0.111696318,1.122684793,Act7096,Windsor Bar and Restaurant,10,1.634412584,Act6493,The Táin Way,7,1.35561179,Act4233,Marshes Shopping Centre,1,1.635848389,Act1719,County Museum Dundalk,5,1.625919407,Act165,An Táin Arts Centre,5
4412777,54.0034846,-7.3474204,0.942538614,-0.128236678,1.658949835,Act1278,Cavan Farmer's Market,3,2.536501452,Act1715,County Cavan Golf Club,2,40.18231626,Act8602,Liz Christy Hand-Woven in Ireland Studio and Shop,0,1.516825885,Act1279,Cavan Heritage and Genealogy Centre,1,0.777978,Act1280,Cavan Swimming Pool and Leisure Complex,6
4463669,53.4473474,-6.1847215,0.932832189,-0.107943753,1.361341534,Act8646,Avoca Malahide,28,1.35834578,Act4176,Malahide Castle and Gardens,11,7.368229786,Act4765,Omni Park Shopping Centre,0,1.788033155,Act8654,Casino Model Railway Museum,11,4.723971384,Act4960,Portmarnock Beach,1
4468372,53.3974522,-6.1302089,0.931961353,-0.106992329,2.639704701,Act4156,Madigan's Pub Kilbarrack,13,1.057117162,Act5743,Sutton Golf Club,25,3.924263284,Act3117,Howth Market,1,3.597590401,Act4579,National Transport Museum of Ireland,8,1.052934971,Act2401,Excursions Ireland,5
4467488,53.1169345,-9.0691822,0.927065396,-0.15828709,4.692185467,Act3986,Linnane's Lobster Bar,2,4.900413003,Act5332,Sea Fishing off the Clare coast,1,4.277330375,Act6402,The Russell Gallery,1,1.496391681,Act1657,Corcomroe Cistercian Abbey,4,3.484844404,Act3319,Iron Donkey Bicycle Touring Clare & The Burren,3
4461816,53.3013239,-6.5018091,0.930283598,-0.113477976,2.734840982,Act8603,Aimsir,5,3.841489747,Act1396,Citywest Hotel Golf Club,10,8.801042405,Act6475,The Square,0,5.641984081,Act1257,Castletown House Parkland,0,1.464887642,Act3561,Kidspace Indoor Playcentre,1
4465880,53.262242,-6.2062435,0.92960149,-0.108319383,0.861761227,Act3939,Leopardstown Farmers Market,27,1.224929474,Act3940,Leopardstown Golf Centre,16,2.631441937,Act3725,Kilternan Country Market,7,1.821673616,Act3142,"Imaginosity, Dublin Children’s Museum",8,1.106301658,Act2860,GoQuest,9
4464787,53.2784524,-6.1589888,0.929884415,-0.107494633,0.256076742,Act403,Bakers Corner,43,1.905758697,Act2583,Foxrock Golf Club,15,2.093707621,Act791,Bloomfields Shopping Centre,6,1.891058011,Act5990,The Dillon Garden,15,1.293818588,Act3271,Irish Golf Classics,14
4450745,53.5280882,-6.1603595,0.934241381,-0.107518556,4.060958234,Act4197,Man O'War Pub and Restaurant,2,3.383032949,Act624,Beaverstown Golf Club,4,15.76032394,Act1353,Chez Emily Fine Handmade Chocolates,0,0.501548964,Act4132,Lusk Round Tower,3,0.952220663,Act3062,HikingIreland.ie,1
4466461,53.340768,-6.4341718,0.930972027,-0.112297483,1.402899472,Act6227,The Lord Lucan,10,2.19654399,Act72,Activities Ireland,13,3.138245686,Act3961,Liffey Valley Shopping Centre,1,1.783189727,Act4985,Primrose Hill,7,0.513665548,Act3297,Irish Taxi Tours,15
4454614,53.3352898,-6.2924006,0.930876415,-0.109823108,0.478451117,Act5873,The Bird Flanagan,386,0.04273871,Act6874,War Memorial Gardens,92,0.684791762,Act6791,Urban Plant Life Garden Centre,66,1.00938431,Act2144,Dublin International Foundation College,168,0.502030984,Act789,BLOCK T,237
4468014,52.6710551,-7.8186957,0.919283332,-0.136461983,1.491858227,Act6582,Thurles Farmers Market,2,0.908296434,Act3578,Kilcommon Pilgrim Loop,2,17.77435319,Act5187,Rossa Pottery,0,1.07034905,Act5641,St. Mary's Garden of Remembrance,9,5.552403535,Act2458,Farney Castle,0
4459385,53.3427914,-6.2978125,0.931007342,-0.109917564,0.528968755,Act1007,Butlers Chocolate Café - Heuston Station,388,0.413882338,Act596,Battles and Barracks,93,0.996659279,Act2138,Dublin Flea Market,66,0.139096894,Act5220,Royal Hospital Kilmainham,168,0.139096894,Act3282,Irish Museum of Modern Art (IMMA),235
4462018,53.0466061,-7.2684416,0.925837933,-0.126858237,0.372944956,Act4668,O’Gormans Bar and Restaurant,7,2.4288214,Act4139,M Kavanagh Bicycle Hire,2,26.31858013,Act3586,Kildare Village Outlet Shopping,0,15.2972064,Act46,Abbeyleix Heritage House,0,2.489140896,Act6702,Travel Choice,5
4459661,53.6147251,-6.1899769,0.935753481,-0.108035478,3.756956171,Act243,Ardgillan Castle Café,1,2.165525855,Act407,Balbriggan Golf Club,2,13.02561001,Act229,Architectural Furniture,0,3.682730457,Act244,Ardgillan Demesne,2,0.625967356,Act2915,Green Landscapes Social Golf Breaks Ireland,1
4464762,53.2793954,-6.2983985,0.929900873,-0.109927791,1.687129698,Act4311,Merry Ploughboy Irish Music Pub,20,0.765107146,Act2301,Edmondstown Golf Club,21,1.879969222,Act5028,Rachel Swan,6,0.557952677,Act4535,My Irish Landscape,5,1.871879473,Act10984,Studio ID-11,6
4165711,51.8193132,-8.3783509,0.904417631,-0.146229809,0.883100395,Act1176,Carrigaline Country Market,3,2.407250309,Act5035,Raffeen Creek Golf Club,3,1.078992756,Act3009,Hassett's Bakery,1,5.933998116,Act6321,The Pavilion Garden Centre,0,4.950322713,Act1019,Butlers Tours of Ireland,1
4460170,53.7099068,-6.5388171,0.937414715,-0.114123888,5.865267947,Act8502,Brabazon Restaurant at Tankardstown House,0,1.354347371,Act5142,Rock Farm Slane - Electric Bikes,2,8.227885513,Act1841,Dalys Inn,0,0.543884622,Act3663,Killary Monastic Site,6,3.21578036,Act3799,Knowth Passage Tombs,1
4462735,53.1813089,-6.7946792,0.928188941,-0.118589524,0.1061162,Act3000,Harrigan’s Bar and Restaurant,2,2.623128846,Act4609,Newbridge Golf Club,7,0.425865577,Act7009,Whitewater Shopping Centre,2,0.059377204,Act3583,Kildare Heritage and Genealogy Company,2,0.062658002,Act5133,Riverbank Arts Centre,3
4463851,53.3509726,-6.272935,0.931150131,-0.10948337,0.286347354,Act5876,The Black Sheep,392,0.393742416,Act2607,From Norsemen To Normans Historical Walking Tour,89,0.571603199,Act2310,Eily O Connell - Jeweller,67,0.227511674,Act5,12 Henrietta Street,167,0.220938103,Act94,Adventure Rooms Dublin,236
4449926,53.2807282,-6.2464372,0.929924135,-0.109020896,0.483471224,Act6556,The Willows,37,0.854469305,Act7102,Wonderful Ireland Walking Holidays,27,0.748983884,Act2200,Dundrum Town Centre,7,2.011211038,Act3142,"Imaginosity, Dublin Children’s Museum",9,1.614789619,Act10984,Studio ID-11,9
4456923,52.2559459,-9.7351908,0.91203831,-0.169911133,0.119276773,Act781,Blennerville Farmers Market,30,0.151890534,Act782,Blennerville Windmill,11,2.44255992,Act5350,Sean Sugrue,3,0.998774138,Act38,Annagh Church,3,1.17023222,Act6688,Tralee Bay Wetlands Centre,8
4457272,53.8841887,-6.3871413,0.940456508,-0.111476645,1.468744742,Act2551,Foleys Tea Rooms and Antique Shop,2,8.116376872,Act757,Blackrock Wetlands,0,13.14795687,Act4233,Marshes Shopping Centre,0,1.644114148,Act4267,MC Research,1,1.530906584,Act2453,Farm Tours Ireland Limited,1
4463037,53.3696598,-6.2577325,0.931476284,-0.109218036,0.278191291,Act2421,Fagan's,383,0.291223847,Act2947,Griffith Park,85,2.182628412,Act4274,McDowells Jewellers The Happy Ring House,64,0.994526835,Act4559,National Botanic Gardens,163,1.083851687,Act1770,Croke Park Stadium Tour and GAA Museum,234
4440625,51.9203194,-8.1796613,0.906180522,-0.142762021,0.438159549,Act4345,Midleton Farmers Market,4,0.621637271,Act5763,Tailor-Made Golf Tours,2,9.504592246,Act5848,The Ballymaloe Shop and Café,0,7.657172176,Act1527,Cloyne Round Tower,0,8.035919212,Act6452,The Spa at Fota Island Hotel,0
4390562,53.4218463,-6.1362504,0.93238711,-0.107097773,1.392877738,Act3860,Lalis Restaurant,14,1.089414994,Act4962,Portmarnock Hotel and Golf Links,8,5.593447327,Act3117,Howth Market,0,1.771154077,Act1434,Clash Gaelic Games,5,0.945444621,Act4960,Portmarnock Beach,2
4464981,53.5011283,-6.4628135,0.933770842,-0.112797375,2.309838663,Act2432,Fairyhouse Racecourse,4,2.046609189,Act5779,Tattersalls Ireland Bloodstock Auctioneers,1,4.47366027,Act1353,Chez Emily Fine Handmade Chocolates,1,3.264931313,Act2431,Fairyhouse Food & Wine School,2,0.703430547,Act6520,THE VENUE Theatre,2
4441838,53.2267077,-6.656929,0.928981299,-0.116185329,0.828868925,Act3882,Bistro Restaurant at Lawlor's of Naas,6,0.588603147,Act6918,Weatherbys Ireland,7,1.253518526,Act3275,Irish Horse Gateway,1,1.089176139,Act366,Avanti Language Institute,3,1.02660815,Act4368,Moat Theatre,7
4421303,52.6642563,-8.6456993,0.919164671,-0.150895919,0.786629858,Act1981,Dolans,29,1.053317109,Act5130,River Shannon - Shannonbridge to Limerick City,13,6.019308598,Act4780,Orchard Pottery,0,1.050804338,Act6044,The Frank McCourt Museum,10,1.041601183,Act2736,Get West Limerick City Kayak & SUP Tours,21
4429077,52.6622476,-8.5516371,0.919129612,-0.149254224,1.425105653,Act6780,"University Concert Hall, Limerick",16,1.139916076,Act1260,Castletroy Golf Club,7,0.765212135,Act4780,Orchard Pottery,1,2.073427669,Act6783,University of Limerick Language Centre,3,1.554668507,Act6777,University Arena,16
4439921,51.9511694,-7.8485431,0.906718956,-0.136982919,0.248656018,Act2450,Fantastic Flavours Ice Cream Parlour,5,0.258707461,Act7145,Youghal Self Guided Historic Town Walk,6,4.231000513,Act5451,Simply Irish,2,0.214611548,Act7142,Youghal Clock Gate Tower,5,0.236005898,Act4187,Mall Arts Centre,3
4441423,54.0654124,-8.1767046,0.943619458,-0.142710417,13.108929,Act5972,The Courtyard Market Boyle,0,0.380711504,Act8501,Kilronan Castle - Woodland walk,5,13.11359514,Act6772,Úna Bhán Tourism Cooperative,0,3.892258673,Act262,Arigna Mining Experience,1,0.380711504,Act6456,The Spa at Kilronan Castle Estate,1
4443297,53.3992402,-6.2436677,0.93199256,-0.108972559,1.379920602,Act521,Ballymun Market,26,2.226499408,Act5444,Silloge Park Public Golf Course,8,0.801634918,Act4765,Omni Park Shopping Centre,1,1.842940287,Act1864,DCU Language Services  -Dublin City University,7,1.001014117,Act301,Astropark Events,14
4464224,52.2804315,-9.6867849,0.912465664,-0.16906629,1.234318144,Act3856,Lakeside Café & Bistro,33,0.739542024,Act3227,Ireland Walk Hike Bike,11,1.38350632,Act6913,Waterworld Tralee,3,1.180768088,Act1209,Castel International [Education),3,1.234318144,Act4737,Old Country Golf & Tours,8
4448866,51.702061,-8.520406,0.902371195,-0.148709138,0.085309703,Act6834,Vista,28,0.037533878,Act3762,Kinsale Outdoor Education Centre,11,0.360023621,Act3802,KoKo Chocolate,4,0.541689691,Act3759,Kinsale Museum,10,0.107500762,Act1250,Castlepark Ferry,7
4465922,51.8292463,-8.0131969,0.904590997,-0.13985667,5.823619684,Act511,Ballymaloe House Restaurant,0,0.801098456,Act468,Ballycotton Island Lighthouse Tours,1,2.638600456,Act5693,Stephen Pearce Pottery,1,2.638600456,Act6289,Shanagarry Potters,2,0.829290663,Act469,Ballycotton Sea Adventures,2
4457533,53.3773296,-6.3674282,0.931610147,-0.111132587,1.441405486,Act2456,Farmleigh House,11,0.724144432,Act10974,Royal Canal Greenway - Drumcondra - Ashtown - Castleknock,13,2.249436027,Act767,Blanchardstown Shopping Centre,2,2.290970426,Act404,Baking Academy of Ireland,5,0.487559811,Act1820,Cúrtrekkers,8
4454236,54.9610979,-7.7246893,0.959252119,-0.134821262,1.263000376,Act259,Arena 7 Leisure Complex,12,1.345964162,Act507,Ballymacool Town Park,6,0.829381779,Act3951,Letterkenny Shopping Centre,2,0.614755922,Act3337,IUNVA Post 19,4,0.941345309,Act2025,Donegal Regional Cultural Centre,10
4439303,53.8103139,-9.5509251,0.939167149,-0.16669509,1.180265604,Act6509,The Towers Bar and Restaurant,14,0.834804844,Act6959,Westport Golf Club,22,2.151498719,Act4228,Marlenes Chocolate Haven,4,0.884980831,Act6960,DUPLICATE Westport House & Grounds,5,0.663403773,Act2253,Éalú Escape Rooms,11
4465496,53.3876639,-6.4210799,0.931790515,-0.112068986,1.921893848,Act5817,TGI Fridays Blanchardstown,10,1.486982706,Act4133,Luttrellstown Castle Golf & Country Club,12,2.047998294,Act767,Blanchardstown Shopping Centre,2,2.023913496,Act3047,Hibernia Roots,4,2.271124778,Act5382,Shamrock Taxi Tours,7
4461857,53.4319184,-6.1307616,0.932562902,-0.107001976,0.379439779,Act3860,Lalis Restaurant,13,0.403673829,Act4962,Portmarnock Hotel and Golf Links,10,6.155752003,Act3117,Howth Market,0,0.949275348,Act1434,Clash Gaelic Games,5,0.852763478,Act4960,Portmarnock Beach,2
4458183,53.3685813,-6.2546435,0.931457461,-0.109164123,0.14392342,Act2421,Fagan's,384,0.526590171,Act2947,Griffith Park,83,2.087633289,Act4274,McDowells Jewellers The Happy Ring House,64,0.943730828,Act2066,Dorset College,163,0.904608433,Act2362,Ericsson Skyline Tour Croke Park,235
4462720,53.3749837,-6.286367,0.931569204,-0.109717802,1.1239095,Act3424,John Kavanagh The Gravediggers,354,0.826065222,Act2762,Glasnevin Cemetery Museum,84,3.122414752,Act2310,Eily O Connell - Jeweller,63,0.99672696,Act4559,National Botanic Gardens,157,0.884565136,Act2761,Glasnevin Cemetery Guided Walking Tour,222
4449170,54.0047513,-6.3985763,0.942560722,-0.111676224,0.178887376,Act1213,Castle Bar,8,0.099092977,Act6493,The Táin Way,4,0.307013819,Act4233,Marshes Shopping Centre,1,0.095888871,Act1719,County Museum Dundalk,4,0.13404031,Act165,An Táin Arts Centre,5
