,amenity_id,lattitude,longitutude,amenity,Distance,Score,Amenity_Group
3055,Act3055,53.2716826,-9.0536747,High Café,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
3056,Act3056,54.2527553,-8.5548293,High Hopes Hiking - Benbulben and the Wild Atlantic Way,,,"Walking,Activity Operator"
3057,Act3057,53.2749626,-9.0454682,High King Tours,,,"Activity Operator,Tour"
3058,Act3058,53.338496,-6.243811,High Schools International,,,Learning
3059,Act3059,53.36327,-7.016362,Highfield Golf & Country Club,,,"Golf,Golf Course"
3060,Act3060,53.7154352,-6.348471,Highlanes Municipal Art Gallery,,,"Covid Safety Charter,Learning,Craft,Shopping,Historic Houses and Castle,Art Gallery,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
3061,Act3061,53.2750567698491,-6.09365045053914,HikeandClimb,,,"Climbing,Activity Operator,Walking,Day Tour,Tour"
3062,Act3062,53.5224747,-6.1712382,HikingIreland.ie,,,"Activity Operator,Tour"
3063,Act3063,53.5224747,-6.1712382,HikingIreland.ie,,,"Walking,Activity Operator,Tour"
3064,Act3064,53.7176713,-6.5401217,Hill of Slane,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
3065,Act3065,53.5788114,-6.611649,Hill of Tara,,,"Photography,Learning,Walking,Museums and Attraction,Ruins,Historic Houses and Castle,Cafe,Food and Drink,Tour"
3066,Act3066,52.8666719,-6.2427564,Hill Picket Studio,,,"Learning,Shopping,Shopping Centres and Department Store,Craft,Activity Operator,Food Shops"
3067,Act3067,52.8666719,-6.2427564,Hill Picket Studio,,,"Learning,Museums and Attraction,Craft,Shopping"
3068,Act3068,51.6414027218478,-9.59671520877825,Hillside Walks,,,"Walking,Activity Operator"
3069,Act3069,53.0931396,-6.1645391,Hilltop Shooting Sports,,,Activity Operator
3070,Act3070,53.2774703,-6.3488718,Hilltop Treks Walking Tours,,,"Covid Safety Charter,Walking,Activity Operator,Tour,Day Tour"
3071,Act3071,53.2774703,-6.3488718,HilltopTreks Walking Adventure,,,"Transport,Cycling,Horse Riding,Equestrian,Walking,Activity Operator,Venue,Sports Venues,Tour,Coach,Road"
3072,Act3072,53.2774703,-6.3488718,HilltopTreks Walking Adventure,,,"Activity Operator,Walking"
3073,Act3073,53.2767877113634,-9.00921821594238,Hillwalk Tours,,,"Activity Operator,Tour"
3074,Act3074,54.134149,-7.2529443,Hilton Park Garden,,,"Photography,Learning,Gardens,Garden,Food and Drink,Restaurant"
3075,Act3075,54.1001958,-9.3199125,Hiney's of Crossmolina,,,"Food and Drink,Restaurant,Pubs and Bar"
3076,Act3076,52.100245,-7.56539,Hirebot,,,Activity Operator
3077,Act3077,53.6202058672634,-9.2209670087426,Historic Ballinrobe Tour,,,"Walking,Activity Operator,Tour"
3078,Act3078,51.7026432298443,-8.52057639741845,Historic Stroll in Old Kinsale,,,"Covid Safety Charter,Walking,Activity Operator,Tour"
3079,Act3079,54.6546325077439,-8.10988002391191,Historical  Walking Tour,,,"Walking,Activity Operator,Tour"
3080,Act3080,52.66819,-8.622579,Historical Limerick Up Close and Personal,,,"Walking,Activity Operator,Tour"
3081,Act3081,53.35504,-6.270938,Historical Walking Tours Of Dublin,,,"Walking,Activity Operator,Tour"
3082,Act3082,53.4872717815824,-8.00070399619892,Hodson Bay Public Harbour,,,"Marina,Venue"
3083,Act3083,53.341978,-6.264604,Hogan's Bar,,,"Food and Drink,Restaurant,Pubs and Bar"
3084,Act3084,53.4451165963057,-6.22416628806593,Hogs & Heifers,,,"Covid Safety Charter,Food and Drink,Restaurant,Seafood,Vegetarian"
3085,Act3085,52.1268751,-10.301039,Holden Leather Goods,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3086,Act3086,52.650586,-9.518664,Holistic Therapy Centre Ltd,,,"Fitness and Leisure,Venue"
3087,Act3087,55.2801178,-7.3953474,Holly Tree Restaurant,,,"Food and Drink,Restaurant"
3088,Act3088,53.431205,-6.377412,Hollystown Golf Club,,,"Golf,Golf Course"
3089,Act3089,54.2670642092238,-7.06349444967316,Hollywood Forest Park,,,"Fishing,Angling,Swimming,Swimming Pools and Water Park,Venue,Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
3090,Act3090,53.0563764,-6.5127801,Hollywood Horse and Pony Trekking,,,"Horse Riding,Equestrian,Activity Operator"
3091,Act3091,53.5523328,-6.2680125,Hollywood Lakes Golf Club,,,"Golf,Golf Course"
3092,Act3092,52.9156187,-8.449904,Holy Island,,,"Island,Offshore Island,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
3093,Act3093,52.4656284,-7.6949615,Holy Trinity Church,,,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
3094,Act3094,52.6395472,-7.8681021,Holycross Abbey,,,"Covid Safety Charter,Church Abbey,Monastery,Churches,Abbeys and Monastery,Tour,Food Shops,Shopping"
3095,Act3095,53.342501,-6.263814,Honest to Goodness Cafe Bakery,,,"Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
3096,Act3096,52.2489215,-7.1183101,Hook & Ladder Café,,,"Food and Drink,Restaurant,Cafe"
3097,Act3097,52.6641827,-8.6279408,Hook & Ladder Café,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
3098,Act3098,52.2489215,-7.1183101,Hook & Ladder Cookery School,,,"Learning,Cooking,Cookery"
3099,Act3099,52.6641827,-8.6279408,Hook & Ladder Cookery School,,,"Food and Drink,Learning,Cooking,Cookery,Activity Operator,Artisan,Restaurant,Local Produce"
3100,Act3100,52.1922448317791,-6.84003798836056,Hook Head Adventures,,,"Kayaking,Activity Operator,Cycling,Tour"
3101,Act3101,52.1237453,-6.9293683,Hook Lighthouse & Visitor Centre,,,"Covid Safety Charter,Photography,Learning,Museums and Attraction,Historic Houses and Castle,Cafe,Food and Drink,Tour"
3102,Act3102,52.2220925950389,-6.92959128348996,Hooked Kitesurfing,,,"Kitesurfing,Windsurfing,Activity Operator"
3103,Act3103,53.350453,-6.260892,Hop On Hop Off  Tour - DoDublin,,,"Activity Operator,Tour"
3104,Act3104,53.347839080963,-6.25971399734499,Hop On Hop Off Tour - Big Bus Tours Dublin,,,"Covid Safety Charter,Activity Operator,Tour"
3105,Act3105,52.9408694,-6.7080867,Horans Baltinglass,,,"Food and Drink,Restaurant,Pubs and Bar"
3106,Act3106,52.5186104,-7.89814,Hore Abbey,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
3107,Act3107,55.212163,-7.9588786,Horn Head,,,Discovery Point
3108,Act3108,53.16337,-6.82078,Horse Racing Ireland,,,"Horse Riding,Equestrian,Race Course,Venue,Activity Operator"
3109,Act3109,52.3616153955064,-6.60092004969272,Horsemen of Eire,,,"Horse Riding,Equestrian,Activity Operator"
3110,Act3110,52.4462667,-9.4860722,Horseshoe Bar & Restaurant,,,"Covid Safety Charter,Food and Drink,Restaurant"
3111,Act3111,52.3629138,-7.6794326,Hot Shots Bowling,,,Activity Operator
3112,Act3112,53.3438663,-6.2594295,House of Ireland,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3113,Act3113,54.9511565041299,-7.73671587256198,HOUSE Wine Bar & Tap Room,,,"Food and Drink,Restaurant,Pubs and Bar"
3114,Act3114,53.3865384023623,-6.07922528879146,Howth Castle,,,"Golf,Walking,Historic Houses and Castle,Castle"
3115,Act3115,53.3753235,-6.0891596,Howth Golf Club,,,"Golf,Golf Course"
3116,Act3116,53.3879,-6.06935,Howth Guided Tours,,,"Walking,Activity Operator,Tour"
3117,Act3117,53.3886082,-6.072915,Howth Market,,,"Shopping,Shopping Centres and Department Store,Food Shops"
3118,Act3118,53.3890206491816,-6.07309570747066,Howth Walking Tours,,,"Walking,Activity Operator,Tour"
3119,Act3119,53.3887690851619,-6.0729126086942,Howth Walking Tours,,,"Walking,Activity Operator,Tour"
3120,Act3120,53.388706,-6.06771,Howth Yacht Club Marina,,,"Covid Safety Charter,Marina,Venue"
3121,Act3121,53.346975,-6.272294,Hughes,,,"Food and Drink,Restaurant,Pubs and Bar"
3122,Act3122,54.6366424,-8.4442596,Hughies Bar & Gastro Bar,,,"Food and Drink,Restaurant,Seafood,Vegetarian"
3123,Act3123,53.0916636,-6.0788519,Hugo's Restaurant at Druids Glen Hotel,,,"Food and Drink,Restaurant,Seafood"
3124,Act3124,51.5308864,-9.3678332,Hummingbird Jewellery,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3125,Act3125,53.2200803,-6.4874987,Hunting Brook Garden,,,"Gardens,Garden"
3126,Act3126,52.6904384,-6.6491183,Huntington Castle and Gardens,,,"Gardens,Garden,Historic Houses and Castle,Castle,Cafe,Food and Drink,Food Shops,Shopping"
3127,Act3127,51.6664665,-8.5960343,Hurley's Bar,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
3128,Act3128,52.6591625588168,-7.23651189547991,Hurling Tours Ireland,,,"Learning,Museums and Attraction,Gaa,Activity Operator"
3129,Act3129,53.335407,-6.247371,Hush Yoga,,,Activity Operator
3130,Act3130,54.272077,-8.474933,Hyde Bridge Gallery,,,"Craft,Shopping,Art Gallery"
3131,Act3131,51.9154995,-8.3688603,Hyde Equine,,,"Horse Riding,Equestrian,Activity Operator"
3132,Act3132,51.8357228135675,-10.1715470502625,Hymany Studio,,,"Learning,Craft,Shopping,Activity Operator"
3133,Act3133,53.0927485249746,-8.21877079160504,Hymany Way,,,Walking
3134,Act3134,51.993495,-7.836359,I am of Ireland,,,"Shopping,Shopping Centres and Department Store,Craft,Art Gallery,Food Shops"
3135,Act3135,51.520973,-9.551344,Iain O'Driscoll,,,"Fishing,Angling,Activity Operator"
3136,Act3136,53.3454818293242,-6.26572401056444,IBAT College Dublin English Language School,,,Learning
3137,Act3137,54.481051,-8.272976,ID Languages,,,Learning
3138,Act3138,53.3719910050559,-6.2526796355819,Il Corvo,,,"Food and Drink,Restaurant,Seafood,Vegetarian"
3139,Act3139,53.1398509,-8.93790509999997,Il Molo,,,"Food and Drink,Restaurant"
3140,Act3140,52.2676754,-9.7096154,il Pomo D'oro,,,"Food and Drink,Restaurant"
3141,Act3141,53.350087,-6.252751,Il Vignardo Restaurant,,,"Food and Drink,Restaurant"
3142,Act3142,53.277382,-6.216709,"Imaginosity, Dublin Children’s Museum",,,"Learning,Craft,Shopping,Museums and Attraction,Activity Operator,Cafe,Food and Drink,Food Shops"
3143,Act3143,53.275966,-6.231596,IMI Conference Centre & Residence,,,"Restaurant,Learning,Historic Houses and Castle,Food and Drink,Food Shops,Shopping"
3144,Act3144,52.268481,-9.705209,"Imperial Hotel, Bar and Restaurant",,,"Food and Drink,Restaurant,Seafood,Vegetarian"
3145,Act3145,53.344957280348,-6.27220512716212,In Our Shoes Walking Tours,,,"Walking,Activity Operator,Tour"
3146,Act3146,52.1247783,-9.9705715,Inch Beach ,,,"Bird Watching,Nature and Wildlife,Fishing,Angling,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Cafe,Food and Drink"
3147,Act3147,51.7949224927425,-8.17976421504306,Inch Green Coast Beach 2019,,,Beach
3148,Act3148,52.72104,-7.9223495,Inch House Country House and Restaurant,,,"Food and Drink,Restaurant"
3149,Act3149,55.054828,-7.4599475,Inch Island,,,Discovery Point
3150,Act3150,55.054828,-7.4599475,Inch Island,,,"Island,Offshore Island"
3151,Act3151,52.141918,-9.9814788,Inch Strand,,,Discovery Point
3152,Act3152,55.0516012404331,-7.44406358050935,Inch Wildfowl Reserve,,,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
3153,Act3153,51.842088,-9.126581,Inchigeelagh Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
3154,Act3154,52.9388431495141,-9.07045157516064,Inchiquin Lough,,,"Fishing,Angling"
3155,Act3155,51.5965838,-8.8659338,Inchydoney Beach,,,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
3156,Act3156,51.5965838,-8.8659338,Duplicate Inchydoney Beach Blue Flag ,,,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
3157,Act3157,51.5970355,-8.8632907,Inchydoney Surf School,,,"Surfing,Activity Operator"
3158,Act3158,51.8424000626686,-8.88169801653294,Independence Museum Kilmurry,,,"Covid Safety Charter,Learning,Museums and Attraction"
3159,Act3159,53.3451491,-6.2658726,Indigo and Cloth,,,"Shopping,Shopping Centres and Department Store,Food Shops"
3160,Act3160,53.3426684,-6.2629959,Industry and Co.,,,"Shopping,Shopping Centres and Department Store,Food Shops"
3161,Act3161,53.99516235,-9.909103423,Inis Bigil (Inishbiggle Island),,,"Bird Watching,Nature and Wildlife,Walking,Discovery Point,Island,Offshore Island"
3162,Act3162,55.1678058,-8.170623921,Inis Bó Finne - Inishbofin Island,,,Discovery Point
3163,Act3163,53.614235,-10.212838,Inis Bó Finne (Inishbofin Island),,,Discovery Point
3164,Act3164,52.6144051134611,-9.51844700741492,Inis Cathaigh - Scattery Island Discovery Point,,,Discovery Point
3165,Act3165,55.1879835413439,-7.0426825728339,Inis Eoghain Cycleway,,,Cycling
3166,Act3166,54.954042,-8.44568,Inis Fraoigh (Inishfree Island),,,Discovery Point
3167,Act3167,53.0894286,-9.5879368,Inis Meáin (Inishmaan) Seaport,,,Discovery Point
3168,Act3168,53.0879985,-9.5832068,Inis Meáin Knitting Company,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3169,Act3169,53.13713245,-9.719242279,Inis Mór (Inishmore) Seaport,,,"Restaurant,Bird Watching,Nature and Wildlife,Shopping,Shopping Centres and Department Store,Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Food and Drink,Pubs and Bar,Local Produce"
3170,Act3170,53.05716203,-9.529072668,Inis Oírr (Inisheer) Seaport,,,Discovery Point
3171,Act3171,55.1880821,-7.0375907,Inish Adventures,,,"Kayaking,Activity Operator,Sailing,Surfing"
3172,Act3172,51.5222147651631,-9.34656737807546,Inish Beg Estate Cookery School,,,"Learning,Cooking,Cookery,Activity Operator"
3173,Act3173,51.5250555,-9.3438145,Inish Beg Gardens,,,"Walking,Gardens,Garden"
3174,Act3174,51.5212534684023,-9.35291884902267,Inish Beg Island,,,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
3175,Act3175,51.527279,-9.343121,Inishbeg,,,Discovery Point
3176,Act3176,53.9951163669387,-9.90078203395046,Inishbiggle - Bull's Mouth Loop Walk,,,"Walking,Island,Offshore Island"
3177,Act3177,53.9960145887544,-9.90875510650972,Inishbiggle - Gubnadoogha Loop Walk,,,"Walking,Island,Offshore Island"
3178,Act3178,53.614463637379,-10.2093728933489,"Inishbofin Blueway, Inishbofin Island",,,Beach
3179,Act3179,53.6201753244823,-10.2147928936477,Inishbofin Cloonamore Loop Walk,,,Walking
3180,Act3180,53.6153126317112,-10.2105439814453,Inishbofin Community Centre,,,
3181,Act3181,53.615073,-10.200035,Inishbofin Cycle Hire,,,"Cycling,Bike Rental"
3182,Act3182,53.613395,-10.206749,Inishbofin Heritage Museum & Gift Shop,,,Museums and Attraction
3183,Act3183,55.1678058033531,-8.17062392055664,Inishbofin Island (Inis Bó Finne),,,"Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking,Beach,Island,Offshore Island,Natural Landscape"
3184,Act3184,53.614235,-10.212838,Inishbofin Island -Galway,,,"Island,Offshore Island"
3185,Act3185,53.6197680487418,-10.2147928936477,Inishbofin Middlequarter Loop Walk,,,Walking
3186,Act3186,53.6209898641746,-10.2092997295851,Inishbofin Westquarter Loop Walk,,,Walking
3187,Act3187,54.220128,-9.096038,Inishcrone Pier (Enniscrone Pier),,,Discovery Point
3188,Act3188,55.0527484098892,-8.37258820706973,Inishfree Island - Inis Fraoigh,,,"Island,Offshore Island"
3189,Act3189,53.4971242621869,-9.2406549638416,Inishmac Outdoors,,,"Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
3190,Act3190,54.4324497652455,-8.66140731884764,Inishmurray Island,,,"Island,Offshore Island"
3191,Act3191,54.465381,-8.459966,Inishmurray Island Tours,,,"Activity Operator,Tour,Boat"
3192,Act3192,54.4664257440643,-8.44929196227068,Inishmurray Island Trips,,,"Activity Operator,Tour,Boat"
3193,Act3193,55.303162,-7.262806,Inishowen Boating,,,"Fishing,Angling,Activity Operator,Boat,Tour"
3194,Act3194,55.29882,-7.16324,Inishowen Boating Company,,,"Fishing,Angling,Activity Operator"
3195,Act3195,55.2259382,-6.9287627,Inishowen Head,,,Discovery Point
3196,Act3196,55.1915199156836,-7.31017299050521,Inishowen Head Loop,,,"Walking,Activity Operator"
3197,Act3197,55.2034315,-6.9853301,Inishowen Maritime Museum & New Full Dome Planetarium,,,"Covid Safety Charter,Craft,Shopping,Museums and Attraction,Cafe,Food and Drink,Food Shops"
3198,Act3198,55.2515419279631,-7.25842953331482,Inishowen Yoga,,,Activity Operator
3199,Act3199,53.7024417252861,-10.1163442717911,Inishturk,,,"Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point"
3200,Act3200,53.5123964683213,-10.1526395556384,Inishturk Ferries,,,"Transport,Coach,Road"
3201,Act3201,53.7024417252861,-10.1163442717911,Inishturk Island,,,"Bird Watching,Nature and Wildlife,Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Food and Drink,Pubs and Bar,Restaurant,Coach,Road,Transport,Tour,Bike Rental,Activity Operator"
3202,Act3202,53.1291375056116,-9.71157387120888,Inismór Tours,,,"Activity Operator,Tour"
3203,Act3203,51.9046790003104,-8.64772367564513,Inniscarra Lake Coarse Angling,,,"Fishing,Angling"
3204,Act3204,52.0454009431454,-9.56503145276705,Innisfallen Island,,,"Island,Offshore Island"
3205,Act3205,54.262592,-8.433519,Innisfree Coaches - Guided Scenic Drive Around Sligo,,,"Activity Operator,Tour"
3206,Act3206,54.2713073010575,-8.48080712641232,Innisfree Wheelers Cycling Club,,,"Cycling,Activity Operator,Tour"
3207,Act3207,54.00244,-6.576822,Inniskeen Pitch and Putt,,,"Pitch And Putt,General,Pitch and Putt"
3208,Act3208,51.623306,-8.889956,Insight Tours,,,"Activity Operator,Tour"
3209,Act3209,53.334732,-6.265528,International House Dublin,,,Learning
3210,Act3210,53.320279,-6.397351,International Language Services,,,Learning
3211,Act3211,53.2670282748155,-9.03912044374999,Into the West Adventures,,,"Climbing,Activity Operator,Cycling,Walking"
3212,Act3212,53.2735985438514,-9.04873348085937,Into the West Adventures,,,"Covid Safety Charter,Climbing,Activity Operator,Cycling,Fishing,Angling,Kayaking,Walking,Day Tour,Tour"
3213,Act3213,52.133076,-10.4618,Ionad an Bhlascaoid Mhóir,,,Discovery Point
3214,Act3214,52.1325179,-10.4626825,Ionad an Bhlascaoid Mhóir - The Blasket Centre,,,"Activity Operator,Tracing Your Ancestors,Discovery Point,Museums and Attraction,Natural Landscape,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping,Tour"
3215,Act3215,55.025326,-8.1476412,Ionad Cois Locha,,,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour,Food Shops"
3216,Act3216,51.9449616888503,-9.16628787902812,Ionad Cultúrtha,,,"Learning,Venue,Music,Activity Operator"
3217,Act3217,53.3419323,-9.6152746,Ionad Cultúrtha an Phiarsaigh  Conamara - Pearse Cottage Cultural Centre,,,"Learning,Museums and Attraction,Historic Houses and Castle,Cafe,Food and Drink,Tour"
3218,Act3218,54.120778,-10.100855,Ionad Deirbhile Heritage Centre,,,"Tracing Your Ancestors,Museums and Attraction,Activity Operator"
3219,Act3219,55.054329,-7.328656,IOSAS Centre,,,"Museums and Attraction,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
3220,Act3220,54.6574024,-8.6347003,Ireland By Bike,,,"Cycling,Bike Rental"
3221,Act3221,54.6574024,-8.6347003,Ireland By Bike,,,"Cycling,Activity Operator,Tour,Bike Rental"
3222,Act3222,52.5167689745838,-7.88829216441809,Ireland Chauffeur Travel Tours,,,"Covid Safety Charter,Activity Operator,Tour"
3223,Act3223,54.2862555985282,-8.96162135604175,Ireland Connections,,,Learning
3224,Act3224,52.28277,-9.731788,Ireland Golf,,,"Golf,Activity Operator,Tour"
3225,Act3225,51.5484230278201,-9.26733604125661,Ireland Luxury Travel,,,"Activity Operator,Tour"
3226,Act3226,53.690585,-6.24193,Ireland Painting Holidays,,,"Learning,Craft,Shopping,Activity Operator"
3227,Act3227,52.286721526826,-9.69031721408078,Ireland Walk Hike Bike,,,"Cycling,Walking,Activity Operator"
3228,Act3228,52.286721526826,-9.69031721408078,Ireland Walk Hike Bike,,,"Cycling,Walking,Activity Operator"
3229,Act3229,52.2867383443579,-9.69045568312117,Ireland Walk Hike Bike,,,"Cycling,Walking,Activity Operator"
3230,Act3230,52.286721526826,-9.69031721408078,Ireland Walk Hike Bike,,,"Cycling,Walking,Activity Operator"
3231,Act3231,53.913704,-8.810976,Ireland West Airport - Knock,,,"Transport,Coach,Road"
3232,Act3232,53.2441766,-9.3053627,Ireland West Angling,,,"Fishing,Angling,Activity Operator,Boat,Tour"
3233,Act3233,53.9599346,-8.6978465,Ireland West Bog Experience,,,"Learning,Agriculture,Nature and Wildlife,Activity Operator"
3234,Act3234,53.8503518918726,-9.29607379045368,Ireland West Motorhomes,,,"Transport,Coach,Road"
3235,Act3235,53.9641,-8.793422,Ireland West Private Tours,,,"Activity Operator,Tour"
3236,Act3236,53.2837645377542,-9.00449726895033,Ireland West Tours,,,"Activity Operator,Tour"
3237,Act3237,55.0514962862241,-8.23285486695841,Ireland Writing Retreat Donegal,,,"Learning,Activity Operator,Literary Ireland"
3238,Act3238,53.343599,-6.26098,Ireland's Eye,,,"Island,Offshore Island"
3239,Act3239,53.3884092,-6.0643809,Ireland's Eye Ferries,,,"Covid Safety Charter,Bird Watching,Nature and Wildlife,Activity Operator,Tour,Boat"
3240,Act3240,52.044391,-9.502031,Ireland's National Events and Conference Centre (INEC),,,"Restaurant,Venue,Comedy,Music,Food and Drink,Pubs and Bar,Activity Operator"
3241,Act3241,53.5344445,-9.2850445,Ireland's School of Falconry,,,"Covid Safety Charter,Restaurant,Falconry,Nature and Wildlife,Activity Operator,Venue,Sports Venues,Food and Drink,Pubs and Bar,Fine Dining,Local Produce"
3242,Act3242,51.5757325711178,-9.02821432137455,Ireland's Wildlife,,,"Bird Watching,Nature and Wildlife,Walking,Activity Operator,Tour,Day Tour"
3243,Act3243,53.3344943816167,-6.27546929226537,IrelandWays.com,,,"Cycling,Activity Operator,Tour"
3244,Act3244,52.1394275,-10.2753169,Irish Adventures,,,"Climbing,Activity Operator,Kayaking"
3245,Act3245,52.2921747,-6.5035972,ARCHIVE Irish Agricultural Museum at Johnstown Castle,,,"Agriculture,Nature and Wildlife,Museums and Attraction,Tour"
3246,Act3246,52.86442,-6.126124,Irish Ancestral Holidays,,,
3247,Act3247,52.5706273643915,-9.28330438522197,Irish Angling Guide,,,Learning
3248,Act3248,53.614807,-7.285431,Irish Angling Safaris,,,"Fishing,Angling,Activity Operator"
3249,Act3249,53.49649,-6.677692,Irish Aquatic Sports Centre,,,"Activity Operator,Venue,Sports Venues"
3250,Act3250,53.343846,-6.269449,Irish Celtic Craftshop,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3251,Act3251,53.4448407021817,-6.16451444031986,Irish Centre for Cycling,,,"Bike Rental,Cycling"
3252,Act3252,53.4448407021817,-6.16451444031986,Irish Centre for Cycling,,,"Cycling,Activity Operator,Cafe,Food and Drink,Tour,Bike Rental"
3253,Act3253,53.347894,-6.258899,Irish Coaches 32CC,,,"Transport,Coach,Road"
3254,Act3254,53.450155,-6.153319,Irish College of English,,,Learning
3255,Act3255,54.0302275222818,-6.58151868307448,Irish Country Quads,,,"Covid Safety Charter,Activity Operator,Adventure Park"
3256,Act3256,53.3069858116867,-6.216449343872,Irish Cycling Safaris,,,"Transport,Cycling,Activity Operator,Coach,Road,Tour,Bike Rental"
3257,Act3257,53.2664517,-9.0576924,Irish Dance at the Thatched Cottage,,,"Learning,Activity Operator,Traditionally Irish"
3258,Act3258,53.3428188712715,-6.26293709357071,Irish Design Shop,,,"Craft,Shopping,Learning,Museums and Attraction"
3259,Act3259,53.3428188712715,-6.26293709357071,Irish Design Shop,,,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
3260,Act3260,53.349898,-6.253597,Irish Education Partners,,,"Activity Operator,Tour"
3261,Act3261,52.269432,-9.706864,Irish Experience Tours,,,"Covid Safety Charter,Activity Operator,Tour"
3262,Act3262,53.3488673886475,-6.24805284376373,Irish Family History Centre,,,"Activity Operator,Tracing Your Ancestors,Cafe,Food and Drink,Food Shops,Shopping"
3263,Act3263,52.2583590947012,-8.27593736353765,Irish Family Search,,,"Tracing Your Ancestors,Activity Operator"
3264,Act3264,53.3339322084182,-6.27295418765813,Irish Farmers Markets,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
3265,Act3265,53.348896,-6.20217,Irish Ferries,,,"Transport,Coach,Road"
3266,Act3266,53.344624,-6.264943,Irish Film Institute,,,"Movies,Cinema,Venue,Museums and Attraction,Food and Drink,Pubs and Bar,Cafe,Activity Operator,Food Shops,Shopping"
3267,Act3267,53.344624,-6.264943,Irish Film Institute Cafe Bar,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
3268,Act3268,52.9046662,-8.3441454,Irish Fishing Tours,,,"Fishing,Angling,Activity Operator"
3269,Act3269,53.3477694160435,-6.26530791337893,Irish Food Trail,,,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
3270,Act3270,53.338964,-6.250557,Irish Georgian Society,,,"Learning,Historic Houses and Castle,Food Shops,Shopping,Tour"
3271,Act3271,53.267788,-6.166771,Irish Golf Classics,,,"Activity Operator,Golf"
3272,Act3272,52.165746,-7.156092,Irish Golf Tours Ltd.,,,"Golf,Activity Operator"
3273,Act3273,52.711377,-8.506071,Irish Harp Centre & Music School,,,Learning
3274,Act3274,53.3504848808739,-6.49226337005547,Irish Helicopters,,,"Transport,Coach,Road"
3275,Act3275,53.2354299,-6.6688603,Irish Horse Gateway,,,"Food Shops,Shopping"
3276,Act3276,54.654151,-8.110331,Irish House,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops"
3277,Act3277,53.295274,-6.166432,Irish Jewellery Design School,,,"Learning,Craft,Shopping,Activity Operator"
3278,Act3278,53.330748,-6.269414,Irish Jewish Museum,,,"Learning,Tracing Your Ancestors,Museums and Attraction,Tour"
3279,Act3279,53.337138,-6.263192,Irish Language Courses,,,"Learning,Activity Operator"
3280,Act3280,53.277603,-7.493293,Irish Midlands Ancestry,,,"Tracing Your Ancestors,Activity Operator,Food Shops,Shopping"
3281,Act3281,53.7625397,-6.4805828,Irish Military War Museum,,,"Museums and Attraction,Cafe,Food and Drink,Activity Operator,Tour"
3282,Act3282,53.343309,-6.29972,Irish Museum of Modern Art (IMMA),,,"Craft,Shopping,Historic Houses and Castle,Art Gallery,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
3283,Act3283,54.7619984,-8.4131789,Irish Music Tours.ie,,,"Activity Operator,Tour"
